"Name","Folder","SizeKB","Modified","FirstHeading","FullPath"
"audit_07_code_reality_source_of_truth.md","docs","25.7","17-06-2026 21:38:10","# AUDIT #7 — CODE REALITY & SOURCE-OF-TRUTH AUDIT","D:\forge\docs\audit_07_code_reality_source_of_truth.md"
"audit_08_execution_gap_analysis.md","docs","32.5","17-06-2026 21:42:02","# AUDIT #8 — EXECUTION GAP ANALYSIS","D:\forge\docs\audit_08_execution_gap_analysis.md"
"deficit_detection_architecture.md","docs","4.2","15-06-2026 12:22:04","# Forge Deficit Detection Engine Architecture Spec","D:\forge\docs\deficit_detection_architecture.md"
"exercise_substitution_architecture.md","docs","7.4","15-06-2026 22:05:15","# Exercise Substitution Engine — Architecture & Design","D:\forge\docs\exercise_substitution_architecture.md"
"FORGE_BOOK_BACKLOG_TRIAGE_V1.md","docs","54.6","21-06-2026 10:26:36","# FORGE Book Backlog — Master Triage Table V1","D:\forge\docs\FORGE_BOOK_BACKLOG_TRIAGE_V1.md"
"FORGE_BOOK_HARDENING_ROADMAP_V1.md","docs","29.5","21-06-2026 10:31:10","# FORGE Book Hardening Roadmap — Core-Only Implementation Plan V1","D:\forge\docs\FORGE_BOOK_HARDENING_ROADMAP_V1.md"
"FORGE_COACH_CONSOLE_V1_1_REAL_WORKFLOW_PASS_REPORT_V1.md","docs","15.2","24-06-2026 15:20:43","# FORGE Coach Console v1.1 — Real Coach Workflow Pass — Report","D:\forge\docs\FORGE_COACH_CONSOLE_V1_1_REAL_WORKFLOW_PASS_REPORT_V1.md"
"FORGE_COACH_CONSOLE_V1_HARDENING_REPORT.md","docs","9","24-06-2026 10:32:17","# FORGE Coach Console v1 — Hardening Pass Report","D:\forge\docs\FORGE_COACH_CONSOLE_V1_HARDENING_REPORT.md"
"FORGE_COACH_FEEDBACK_EVIDENCE_MATRIX_V1.md","docs","26.9","23-06-2026 22:14:18","# FORGE Coach Feedback — Evidence Matrix","D:\forge\docs\FORGE_COACH_FEEDBACK_EVIDENCE_MATRIX_V1.md"
"FORGE_COACH_REVIEW_ACTION_BACKLOG_V1.md","docs","6.7","23-06-2026 21:25:52","# FORGE Coach Review Action Backlog","D:\forge\docs\FORGE_COACH_REVIEW_ACTION_BACKLOG_V1.md"
"FORGE_COACH_TRIAL_SCRIPT_V1.md","docs","4.7","23-06-2026 15:18:39","# FORGE Coach Trial Script v1","D:\forge\docs\FORGE_COACH_TRIAL_SCRIPT_V1.md"
"FORGE_COMPETITION_AWARE_SESSION_VALIDATION_V1.md","docs","5.8","20-06-2026 15:35:07","# FORGE Competition-Aware Session Validation — V1.5","D:\forge\docs\FORGE_COMPETITION_AWARE_SESSION_VALIDATION_V1.md"
"FORGE_COMPETITION_WINDOW_RULEBOOK_V1.md","docs","5.4","20-06-2026 15:34:39","# FORGE Competition Window Rulebook — V1.5","D:\forge\docs\FORGE_COMPETITION_WINDOW_RULEBOOK_V1.md"
"FORGE_CONDITIONING_BACKWARD_COMPAT_V1.md","docs","3.2","20-06-2026 14:21:40","# FORGE V1.3 — Backward Compatibility Report","D:\forge\docs\FORGE_CONDITIONING_BACKWARD_COMPAT_V1.md"
"FORGE_CONDITIONING_COMPETITION_ANALYSIS_V1.md","docs","3.3","20-06-2026 14:21:06","# FORGE V1.3 — Competition Proximity Analysis","D:\forge\docs\FORGE_CONDITIONING_COMPETITION_ANALYSIS_V1.md"
"FORGE_CONDITIONING_MOVEMENT_ROUTING_V1.md","docs","4.5","20-06-2026 14:21:24","# FORGE V1.3 — Movement-Profile Routing Audit","D:\forge\docs\FORGE_CONDITIONING_MOVEMENT_ROUTING_V1.md"
"FORGE_CONDITIONING_PROTOCOL_METADATA_AUDIT_V1.md","docs","4","20-06-2026 14:20:50","# FORGE V1.3 — Conditioning Protocol Metadata Audit","D:\forge\docs\FORGE_CONDITIONING_PROTOCOL_METADATA_AUDIT_V1.md"
"FORGE_CONDITIONING_VALIDATION_V1.md","docs","4","20-06-2026 14:21:58","# FORGE V1.3 — Final Validation & Gap Analysis","D:\forge\docs\FORGE_CONDITIONING_VALIDATION_V1.md"
"FORGE_EXERCISE_COMPETITION_METADATA_V1.md","docs","3.4","20-06-2026 15:34:13","# FORGE Exercise Competition Metadata — V1.5","D:\forge\docs\FORGE_EXERCISE_COMPETITION_METADATA_V1.md"
"FORGE_EXPOSURE_RULEBOOK_V1.md","docs","7.6","20-06-2026 16:09:24","# FORGE Exposure Rulebook V1","D:\forge\docs\FORGE_EXPOSURE_RULEBOOK_V1.md"
"FORGE_FREE_VS_PREMIUM_BOUNDARY_V1.md","docs","35.8","21-06-2026 10:29:32","# FORGE Free/Core vs Premium — Product Boundary V1","D:\forge\docs\FORGE_FREE_VS_PREMIUM_BOUNDARY_V1.md"
"FORGE_FRONTEND_API_CONTRACT_V1.md","docs","9.1","23-06-2026 12:25:57","# FORGE Frontend–Backend API Contract v1","D:\forge\docs\FORGE_FRONTEND_API_CONTRACT_V1.md"
"FORGE_FRONTEND_BACKEND_INTEGRATION_VALIDATION_V1.md","docs","5","23-06-2026 12:27:02","# FORGE Frontend–Backend Integration Validation v1","D:\forge\docs\FORGE_FRONTEND_BACKEND_INTEGRATION_VALIDATION_V1.md"
"FORGE_FRONTEND_PATCH_WIRING_NOTES_V1.md","docs","3.5","23-06-2026 15:17:58","# FORGE Frontend PATCH Wiring Notes","D:\forge\docs\FORGE_FRONTEND_PATCH_WIRING_NOTES_V1.md"
"FORGE_LOAD_MODEL_V1.md","docs","4.8","20-06-2026 16:08:55","# FORGE V2 Load Model","D:\forge\docs\FORGE_LOAD_MODEL_V1.md"
"FORGE_LOAD_SIGNAL_AUDIT.md","docs","4.3","20-06-2026 16:08:28","# FORGE V2 Load Signal Audit","D:\forge\docs\FORGE_LOAD_SIGNAL_AUDIT.md"
"FORGE_NEXT_BLOCK_BIAS_RULEBOOK_V1.md","docs","4","21-06-2026 18:57:45","# FORGE Next Block Bias Rulebook V1.0","D:\forge\docs\FORGE_NEXT_BLOCK_BIAS_RULEBOOK_V1.md"
"FORGE_PERIODIZATION_RULES_V1.md","docs","7.6","20-06-2026 16:10:23","# FORGE Periodization Rules V1","D:\forge\docs\FORGE_PERIODIZATION_RULES_V1.md"
"FORGE_POST_REVIEW_ROADMAP_V1.md","docs","11.4","23-06-2026 22:14:39","# FORGE Post-Review Roadmap — Wave Plan","D:\forge\docs\FORGE_POST_REVIEW_ROADMAP_V1.md"
"FORGE_PROGRAM_ARTIFACT_SCHEMA_V1.md","docs","4.4","23-06-2026 13:29:52","# FORGE Program Artifact Schema v1","D:\forge\docs\FORGE_PROGRAM_ARTIFACT_SCHEMA_V1.md"
"FORGE_PROGRAM_ARTIFACT_STORAGE_V1.md","docs","4.1","23-06-2026 12:26:14","# FORGE Program Artifact Storage v1","D:\forge\docs\FORGE_PROGRAM_ARTIFACT_STORAGE_V1.md"
"FORGE_RELEASE_READINESS_CHECKLIST_V1.md","docs","4.5","23-06-2026 13:29:35","# FORGE Release Readiness Checklist v1","D:\forge\docs\FORGE_RELEASE_READINESS_CHECKLIST_V1.md"
"FORGE_ROLE_EXPOSURE_RULES_V1.md","docs","4.2","22-06-2026 09:30:44","# FORGE Role Exposure Rules V1.0","D:\forge\docs\FORGE_ROLE_EXPOSURE_RULES_V1.md"
"FORGE_ROLE_WEEK_PROFILE_RULEBOOK_V1.md","docs","5.8","22-06-2026 09:30:44","# FORGE Role Week Profile Rulebook V1.0","D:\forge\docs\FORGE_ROLE_WEEK_PROFILE_RULEBOOK_V1.md"
"FORGE_SESSION_ASSEMBLY_RULEBOOK_V1.md","docs","8.3","22-06-2026 15:51:12","# FORGE Session Assembly Rulebook V1.0","D:\forge\docs\FORGE_SESSION_ASSEMBLY_RULEBOOK_V1.md"
"FORGE_SESSION_COMPETITION_AUDIT_V1.md","docs","3.9","20-06-2026 15:33:55","# FORGE Competition-Aware Session Generation — V1.5","D:\forge\docs\FORGE_SESSION_COMPETITION_AUDIT_V1.md"
"FORGE_TEST_BAND_PROGRESSIONS_V1.md","docs","2.1","21-06-2026 18:55:37","# FORGE Test Band Progressions V1.0","D:\forge\docs\FORGE_TEST_BAND_PROGRESSIONS_V1.md"
"FORGE_UAT_RUNNER_GUIDE_V1.md","docs","3.3","23-06-2026 15:18:16","# FORGE UAT Runner Guide","D:\forge\docs\FORGE_UAT_RUNNER_GUIDE_V1.md"
"FORGE_UAT_SCENARIO_PACK_V1.md","docs","9.3","23-06-2026 13:29:17","# FORGE UAT Scenario Pack v1","D:\forge\docs\FORGE_UAT_SCENARIO_PACK_V1.md"
"FORGE_V2_IMPLEMENTATION_PLAN.md","docs","11.1","20-06-2026 16:11:02","# FORGE V2 Load Engine Implementation Plan","D:\forge\docs\FORGE_V2_IMPLEMENTATION_PLAN.md"
"FORGE_WAVE1_SPRINT_PLAN_V1.md","docs","29.4","21-06-2026 10:40:28","# FORGE Wave 1 Sprint Plan — Implementation Audit & Scope","D:\forge\docs\FORGE_WAVE1_SPRINT_PLAN_V1.md"
"FORGE_WAVE10_6_COACH_TRIAL_READINESS_REPORT_V1.md","docs","3.9","23-06-2026 15:17:39","# FORGE Wave 10.6 — Coach Trial Readiness Report","D:\forge\docs\FORGE_WAVE10_6_COACH_TRIAL_READINESS_REPORT_V1.md"
"FORGE_WAVE10_IMPLEMENTATION_REPORT_V1.md","docs","10.7","23-06-2026 13:30:24","# FORGE Wave 10 — Implementation Report v1","D:\forge\docs\FORGE_WAVE10_IMPLEMENTATION_REPORT_V1.md"
"FORGE_WAVE10_STABILIZATION_AUDIT_V1.md","docs","3.6","23-06-2026 13:28:49","# FORGE Wave 10 — Stabilization Audit v1","D:\forge\docs\FORGE_WAVE10_STABILIZATION_AUDIT_V1.md"
"FORGE_WAVE11_COACH_FEEDBACK_SYNTHESIS_V1.md","docs","16.7","23-06-2026 21:42:15","# FORGE Wave 11 — Coach Feedback Synthesis","D:\forge\docs\FORGE_WAVE11_COACH_FEEDBACK_SYNTHESIS_V1.md"
"FORGE_WAVE11_IMPLEMENTATION_BACKLOG_V1.md","docs","20.8","23-06-2026 22:14:29","# FORGE Wave 11 — Implementation Backlog","D:\forge\docs\FORGE_WAVE11_IMPLEMENTATION_BACKLOG_V1.md"
"FORGE_WAVE11_OVERALL_REVIEW_AUDIT_V1.md","docs","12.5","23-06-2026 22:13:38","# FORGE Wave 11 — overall_review.txt Audit","D:\forge\docs\FORGE_WAVE11_OVERALL_REVIEW_AUDIT_V1.md"
"FORGE_WAVE11A_CORRECTION_PASS_REPORT_V1.md","docs","10.4","24-06-2026 09:52:36","# FORGE Wave 11A — Correction Pass Report V1","D:\forge\docs\FORGE_WAVE11A_CORRECTION_PASS_REPORT_V1.md"
"FORGE_WAVE11A_IMPLEMENTATION_REPORT_V1.md","docs","2.3","23-06-2026 22:35:52","# Wave 11A — Minimum Coach-Trust Fixes: Implementation Report","D:\forge\docs\FORGE_WAVE11A_IMPLEMENTATION_REPORT_V1.md"
"FORGE_WAVE2_IMPLEMENTATION_REPORT_V1.md","docs","12.2","21-06-2026 11:24:28","# FORGE Wave 2 Implementation Report — Load Prescription & Progression Hardening","D:\forge\docs\FORGE_WAVE2_IMPLEMENTATION_REPORT_V1.md"
"FORGE_WAVE3_PROGRESSION_AUDIT_V1.md","docs","4.5","21-06-2026 11:48:16","# FORGE Wave 3 Progression Audit","D:\forge\docs\FORGE_WAVE3_PROGRESSION_AUDIT_V1.md"
"FORGE_WAVE4_AUTO_ADJUSTMENT_RULES_V1.md","docs","2.9","21-06-2026 12:47:15","# FORGE Wave 4 — Auto-Adjustment Rules","D:\forge\docs\FORGE_WAVE4_AUTO_ADJUSTMENT_RULES_V1.md"
"FORGE_WAVE4_IMPLEMENTATION_REPORT_V1.md","docs","6","21-06-2026 12:47:50","# FORGE Wave 4 — Implementation Report","D:\forge\docs\FORGE_WAVE4_IMPLEMENTATION_REPORT_V1.md"
"FORGE_WAVE4_PERIODIZATION_AUDIT_V1.md","docs","3","21-06-2026 12:46:48","# FORGE Wave 4 — Periodization Audit","D:\forge\docs\FORGE_WAVE4_PERIODIZATION_AUDIT_V1.md"
"FORGE_WAVE4_PROGRAM_VALIDATION_V1.md","docs","2.6","21-06-2026 12:47:29","# FORGE Wave 4 — Program-Level Validation","D:\forge\docs\FORGE_WAVE4_PROGRAM_VALIDATION_V1.md"
"FORGE_WAVE4_TESTING_RULEBOOK_V1.md","docs","2.7","21-06-2026 12:47:01","# FORGE Wave 4 — Testing / Benchmarking Rulebook","D:\forge\docs\FORGE_WAVE4_TESTING_RULEBOOK_V1.md"
"FORGE_WAVE5_ATHLETE_PROFILE_AUDIT_V1.md","docs","2.4","21-06-2026 13:13:28","# FORGE Wave 5 — Athlete Profile Audit","D:\forge\docs\FORGE_WAVE5_ATHLETE_PROFILE_AUDIT_V1.md"
"FORGE_WAVE5_CONDITIONING_PERSONALIZATION_V1.md","docs","2.6","21-06-2026 13:13:54","# FORGE Wave 5 — Conditioning Personalization","D:\forge\docs\FORGE_WAVE5_CONDITIONING_PERSONALIZATION_V1.md"
"FORGE_WAVE5_IMPLEMENTATION_REPORT_V1.md","docs","8.2","21-06-2026 13:14:14","# FORGE Wave 5 — Implementation Report","D:\forge\docs\FORGE_WAVE5_IMPLEMENTATION_REPORT_V1.md"
"FORGE_WAVE5_PERSONALIZATION_RULEBOOK_V1.md","docs","5.4","21-06-2026 13:13:40","# FORGE Wave 5 — Personalization Rulebook","D:\forge\docs\FORGE_WAVE5_PERSONALIZATION_RULEBOOK_V1.md"
"FORGE_WAVE5_RISK_AWARE_EXERCISE_RULES_V1.md","docs","3.6","21-06-2026 13:13:48","# FORGE Wave 5 — Risk-Aware Exercise Rules","D:\forge\docs\FORGE_WAVE5_RISK_AWARE_EXERCISE_RULES_V1.md"
"FORGE_WAVE6_IMPLEMENTATION_REPORT_V1.md","docs","6.1","21-06-2026 14:25:33","# FORGE Wave 6 — Implementation Report","D:\forge\docs\FORGE_WAVE6_IMPLEMENTATION_REPORT_V1.md"
"FORGE_WAVE6_PRESCRIPTION_PERSONALIZATION_AUDIT_V1.md","docs","1.6","21-06-2026 14:13:41","# FORGE Wave 6 — Prescription Personalization Audit","D:\forge\docs\FORGE_WAVE6_PRESCRIPTION_PERSONALIZATION_AUDIT_V1.md"
"FORGE_WAVE6_PRESCRIPTION_RULEBOOK_V1.md","docs","3","21-06-2026 14:14:56","# FORGE Wave 6 — Prescription Rulebook","D:\forge\docs\FORGE_WAVE6_PRESCRIPTION_RULEBOOK_V1.md"
"FORGE_WAVE6_ROLE_BIAS_RULEBOOK_V1.md","docs","5","21-06-2026 14:16:02","# FORGE Wave 6 — Role Bias Rulebook","D:\forge\docs\FORGE_WAVE6_ROLE_BIAS_RULEBOOK_V1.md"
"FORGE_WAVE6_VALIDATION_V1.md","docs","2.8","21-06-2026 14:20:32","# FORGE Wave 6 — Validation","D:\forge\docs\FORGE_WAVE6_VALIDATION_V1.md"
"FORGE_WAVE6_WEEKLY_STRESS_BIAS_V1.md","docs","2.4","21-06-2026 14:19:44","# FORGE Wave 6 — Weekly Stress Bias","D:\forge\docs\FORGE_WAVE6_WEEKLY_STRESS_BIAS_V1.md"
"FORGE_WAVE7_BLOCK_AUTOREGULATION_AUDIT_V1.md","docs","1.4","21-06-2026 18:54:25","# FORGE Wave 7 Block Autoregulation Audit V1.0","D:\forge\docs\FORGE_WAVE7_BLOCK_AUTOREGULATION_AUDIT_V1.md"
"FORGE_WAVE7_IMPLEMENTATION_REPORT_V1.md","docs","5.6","21-06-2026 18:59:36","# FORGE Wave 7 Implementation Report V1.0","D:\forge\docs\FORGE_WAVE7_IMPLEMENTATION_REPORT_V1.md"
"FORGE_WAVE8_IMPLEMENTATION_REPORT_V1.md","docs","9.4","22-06-2026 09:30:44","# FORGE Wave 8 Implementation Report V1.0","D:\forge\docs\FORGE_WAVE8_IMPLEMENTATION_REPORT_V1.md"
"FORGE_WAVE8_ROLE_WEEK_PLANNING_AUDIT_V1.md","docs","4","22-06-2026 09:30:44","# FORGE Wave 8 — Role Week Planning Audit V1.0","D:\forge\docs\FORGE_WAVE8_ROLE_WEEK_PLANNING_AUDIT_V1.md"
"FORGE_WAVE9_IMPLEMENTATION_REPORT_V1.md","docs","11.3","23-06-2026 06:23:39","# FORGE Wave 9 Implementation Report V1.0","D:\forge\docs\FORGE_WAVE9_IMPLEMENTATION_REPORT_V1.md"
"FORGE_WAVE9_SESSION_ASSEMBLY_AUDIT_V1.md","docs","11.1","22-06-2026 15:50:11","# FORGE Wave 9 — Session Assembly Audit V1.0","D:\forge\docs\FORGE_WAVE9_SESSION_ASSEMBLY_AUDIT_V1.md"
"FORGE_WAVE9_SESSION_ASSEMBLY_VALIDATION_V1.md","docs","4","23-06-2026 06:22:37","# FORGE Wave 9 Session Assembly Validation V1.0","D:\forge\docs\FORGE_WAVE9_SESSION_ASSEMBLY_VALIDATION_V1.md"
"forgev2_final_design_review.md","docs","53.2","17-06-2026 20:56:16","# FORGE V2: Final Architecture Validation & Production Readiness Review","D:\forge\docs\forgev2_final_design_review.md"
"import_pipeline_architecture.md","docs","4.9","15-06-2026 12:07:07","# Forge Exercise Import Pipeline Architecture","D:\forge\docs\import_pipeline_architecture.md"
"integration_audit_report.md","docs","5.7","15-06-2026 14:39:41","# Forge Platform Integration Audit Report","D:\forge\docs\integration_audit_report.md"
"knowledge_graph_api.md","docs","4.2","15-06-2026 12:18:33","# Forge Knowledge Graph API Specification","D:\forge\docs\knowledge_graph_api.md"
"knowledge_graph_architecture.md","docs","7.4","15-06-2026 12:17:17","# Forge S&C Knowledge Graph V1 Specification","D:\forge\docs\knowledge_graph_architecture.md"
"knowledge_graph_seeding_spec.md","docs","4.6","15-06-2026 12:20:17","# Forge Cricket S&C Knowledge Graph Seeding Spec","D:\forge\docs\knowledge_graph_seeding_spec.md"
"recommendation_architecture.md","docs","6.4","15-06-2026 12:05:45","# Forge Exercise Recommendation Engine Architecture","D:\forge\docs\recommendation_architecture.md"
"system_audit_report.md","docs","10.5","15-06-2026 12:27:00","# Forge Platform End-to-End System Audit Report","D:\forge\docs\system_audit_report.md"
"templates_architecture.md","docs","9.8","15-06-2026 12:04:28","# Forge Movement Template System Architecture Spec","D:\forge\docs\templates_architecture.md"
"ADR-001_primary_key_strategy.md","docs\adr","1.2","15-06-2026 12:10:49","# ADR-001: Primary Key Strategy","D:\forge\docs\adr\ADR-001_primary_key_strategy.md"
"ADR-002_normalized_lookups.md","docs\adr","1.1","15-06-2026 12:10:53","# ADR-002: Normalized Lookup Tables for Sports Science Taxonomies","D:\forge\docs\adr\ADR-002_normalized_lookups.md"
"ADR-003_dynamic_templates.md","docs\adr","1","15-06-2026 12:10:56","# ADR-003: Dynamic Constraint-Based Slots for Movement Templates","D:\forge\docs\adr\ADR-003_dynamic_templates.md"
"ADR-004_caching_architecture.md","docs\adr","1.1","15-06-2026 12:11:00","# ADR-004: Dual-Layer Caching Strategy for Recommendation API","D:\forge\docs\adr\ADR-004_caching_architecture.md"
"ADR-005_sql_scoring_engine.md","docs\adr","1.2","15-06-2026 12:11:04","# ADR-005: SQL-Based S&C Specificity Scoring","D:\forge\docs\adr\ADR-005_sql_scoring_engine.md"
"ADR-006_relational_diagnosis.md","docs\adr","2.1","15-06-2026 12:26:03","# ADR-006: Relational Diagnostic Engine","D:\forge\docs\adr\ADR-006_relational_diagnosis.md"
"ADR-007_unitless_metrics.md","docs\adr","2.1","15-06-2026 12:26:06","# ADR-007: Unitless Testing Metrics","D:\forge\docs\adr\ADR-007_unitless_metrics.md"
"ADR-008_confidence_scoring.md","docs\adr","1.5","15-06-2026 12:23:44","# ADR-008: Heuristic Confidence Weighting for Physical Diagnostics","D:\forge\docs\adr\ADR-008_confidence_scoring.md"
"ADR-009_boundary_noise_filtering.md","docs\adr","1.5","15-06-2026 12:23:49","# ADR-009: Borderline Benchmark Proximity Penalties","D:\forge\docs\adr\ADR-009_boundary_noise_filtering.md"
"README.md","forge_web","0.5","23-06-2026 06:26:14","# Run and deploy your AI Studio app","D:\forge\forge_web\README.md"
"GRAPH_REPORT.md","graphify-out","42.9","26-06-2026 23:42:43","# Graph Report - .  (2026-06-26)","D:\forge\graphify-out\GRAPH_REPORT.md"
"000022_MIGRATION_ASSESSMENT.md","migrations","11","17-06-2026 14:41:57","# Migration 000022 Assessment","D:\forge\migrations\000022_MIGRATION_ASSESSMENT.md"
"badminton_coach_review_summary.md","sample","5.7","23-06-2026 21:25:52","# Badminton — Coach Review Synthesis","D:\forge\sample\badminton_coach_review_summary.md"
"basketball_coach_review_summary.md","sample","6.3","23-06-2026 21:25:52","# Basketball — Coach Review Synthesis","D:\forge\sample\basketball_coach_review_summary.md"
"COACH_REVIEW_MASTER_SUMMARY.md","sample","10.3","23-06-2026 21:25:52","# FORGE Coach Review — Master Synthesis","D:\forge\sample\COACH_REVIEW_MASTER_SUMMARY.md"
"cricket_coach_review_summary.md","sample","4.7","23-06-2026 21:25:52","# Cricket — Coach Review Synthesis","D:\forge\sample\cricket_coach_review_summary.md"
"football_coach_review_summary.md","sample","3.8","23-06-2026 21:25:52","# Football (American) — Coach Review Synthesis","D:\forge\sample\football_coach_review_summary.md"
"README.md","sample","2.8","24-06-2026 10:19:09","# FORGE Coach Review Sample Packs","D:\forge\sample\README.md"
"rugby_coach_review_summary.md","sample","4.2","23-06-2026 21:25:52","# Rugby — Coach Review Synthesis","D:\forge\sample\rugby_coach_review_summary.md"
"soccer_coach_review_summary.md","sample","4.5","23-06-2026 21:25:52","# Soccer — Coach Review Synthesis","D:\forge\sample\soccer_coach_review_summary.md"
"tennis_coach_review_summary.md","sample","5.9","23-06-2026 21:25:52","# Tennis — Coach Review Synthesis","D:\forge\sample\tennis_coach_review_summary.md"
"volleyball_coach_review_summary.md","sample","6.5","23-06-2026 21:25:52","# Volleyball — Coach Review Synthesis","D:\forge\sample\volleyball_coach_review_summary.md"
"badminton_review_sheet.md","sample\badminton","17.1","23-06-2026 19:49:30","","D:\forge\sample\badminton\badminton_review_sheet.md"
"badminton_sample_pack.md","sample\badminton","296.2","23-06-2026 16:40:24","# FORGE Badminton Coach Review Sample Pack","D:\forge\sample\badminton\badminton_sample_pack.md"
"basketball_review_sheet.md","sample\basketball","19.2","23-06-2026 19:52:08","","D:\forge\sample\basketball\basketball_review_sheet.md"
"basketball_sample_pack.md","sample\basketball","440.6","23-06-2026 16:40:28","# FORGE Basketball Coach Review Sample Pack","D:\forge\sample\basketball\basketball_sample_pack.md"
"cricket_review_sheet.md","sample\cricket","13.8","23-06-2026 19:46:38","","D:\forge\sample\cricket\cricket_review_sheet.md"
"cricket_sample_pack.md","sample\cricket","723.6","23-06-2026 16:40:22","# FORGE Cricket Coach Review Sample Pack","D:\forge\sample\cricket\cricket_sample_pack.md"
"football_review_sheet.md","sample\football","12.2","23-06-2026 20:30:42","","D:\forge\sample\football\football_review_sheet.md"
"football_sample_pack.md","sample\football","876.4","23-06-2026 16:40:28","# FORGE Football (American) Coach Review Sample Pack","D:\forge\sample\football\football_sample_pack.md"
"rugby_review_sheet.md","sample\rugby","20.8","23-06-2026 20:33:47","","D:\forge\sample\rugby\rugby_review_sheet.md"
"rugby_sample_pack.md","sample\rugby","1201.7","23-06-2026 16:40:23","# FORGE Rugby Coach Review Sample Pack","D:\forge\sample\rugby\rugby_sample_pack.md"
"soccer_review_sheet.md","sample\soccer","11.5","23-06-2026 20:35:59","","D:\forge\sample\soccer\soccer_review_sheet.md"
"soccer_sample_pack.md","sample\soccer","877.4","23-06-2026 16:40:27","# FORGE Soccer Coach Review Sample Pack","D:\forge\sample\soccer\soccer_sample_pack.md"
"tennis_review_sheet.md","sample\tennis","9.6","23-06-2026 20:37:39","","D:\forge\sample\tennis\tennis_review_sheet.md"
"tennis_sample_pack.md","sample\tennis","296.2","23-06-2026 16:40:24","# FORGE Tennis Coach Review Sample Pack","D:\forge\sample\tennis\tennis_sample_pack.md"
"volleyball_review_sheet.md","sample\volleyball","9.9","23-06-2026 20:38:55","","D:\forge\sample\volleyball\volleyball_review_sheet.md"
"volleyball_sample_pack.md","sample\volleyball","744.8","23-06-2026 16:40:25","# FORGE Volleyball Coach Review Sample Pack","D:\forge\sample\volleyball\volleyball_sample_pack.md"
